advid,#_of_posOutcomes,SQ
25887266,0,1
25887277,1,1
25887279,0,1
25887287,0,0
25887303,0,0
25887325,0,1
25887336,6,1
25887340,1,0
25887363,0,1
25887365,3,1
25887394,0,0
25887401,5,0
25887407,0,0
25887409,3,0
25887413,0,0
25887419,1,1
25887425,0,0
25887430,23,1
25887445,0,0
25887451,0,1
25887462,0,1
25887472,0,0
25887478,4,0
25887510,0,0
25887551,0,1
25887582,0,1
25887622,19,1
25887635,0,0
25887649,0,1
25887650,17,0
25887657,0,1
25887664,0,0
25887669,0,1
25887675,0,0
25887682,11,1
25887704,1,1
25887732,1,0
25887802,1,0
25887807,0,1
25887860,2,1
25887863,37,0
25887867,0,0
25887891,0,0
25887906,8,1
25887926,0,1
25887936,0,1
25887954,0,1
25887969,0,1
25888015,7,1
25888019,0,0
25888028,250,1
25888033,0,1
25888034,0,1
25888050,0,0
25888079,0,1
25888081,2,0
25888089,0,0
25888108,0,1
25888145,9,1
25888148,0,0
25888181,4,1
25888185,0,1
25888194,0,0
25888209,70,0
25888217,1,1
25888226,0,0
25888237,1,0
25888251,0,1
25888254,0,0
25888258,0,1
25888265,1,1
25888266,0,1
25888279,0,0
25888298,1,0
25888302,0,1
25888303,0,1
25888319,0,1
25888333,0,1
25888336,0,1
25888350,0,1
25888363,0,0
25888374,4,0
25888376,24,0
25888379,0,1
25888383,1,1
25888386,1,1
25888424,0,1
25888454,0,1
25888465,13,1
25888470,0,1
25888473,0,0
25888476,0,1
25888484,0,0
25888489,0,1
25888504,0,0
25888514,5,1
25888527,1,1
25888530,0,1
25888536,24,1
25888584,9,1
25888617,11,0
25888644,0,1
25888646,1,1
25888655,0,1
25888656,0,0
25888684,2,0
25888700,0,1
25888717,0,0
25888718,0,1
25888723,0,0
25888724,0,1
25888733,1,1
25888756,6,0
25888760,10,1
25888778,0,0
25888785,18,1
25888793,3,0
25888811,0,0
25888815,0,0
25888820,1,1
25888822,0,0
25888841,0,1
25888843,2,0
25888845,2,1
25888859,0,0
25888860,0,1
25888909,6,0
25888924,2,1
25888925,3,0
25888928,3,0
25888937,5,0
25888939,1,1
25888947,0,0
25888963,0,1
25888970,0,1
25888972,2,1
25888982,0,0
25888990,0,0
25889000,0,1
25889009,7,1
25889013,0,0
25889014,1,1
25889034,2,0
25889056,2,0
25889062,3,0
25889072,4,0
25889073,0,0
25889075,60,0
25889108,0,1
25889109,0,0
25889110,0,0
25889144,0,0
25889153,0,0
25889156,0,1
25889160,2,1
25889185,1,1
25889190,2,0
25889215,0,1
25889227,2,1
25889245,1,1
25889254,0,0
25889269,0,1
25889277,0,1
25889279,1,0
25889285,0,1
25889290,1,0
25889307,0,1
25889309,0,1
25889312,0,1
25889315,0,0
25889331,0,1
25889363,12,1
25889367,1,0
25889378,0,0
25889395,2,1
25889416,0,1
25889422,4,0
25889433,0,1
25889436,0,0
25889451,0,1
25889459,1,0
25889471,0,1
25889493,5,0
25889498,0,1
25889501,0,1
25889517,0,0
25889580,0,0
25889597,5,1
25889604,8,1
25889626,0,1
25889648,1,0
25889682,0,1
25889684,8,0
25889709,0,1
25889712,0,0
25889718,0,0
25889737,2,0
25889740,0,0
25889758,0,1
25889761,37,0
25889770,4,1
25889790,4,0
25889828,0,0
25889860,0,0
25889875,1,0
25889881,0,0
25889910,1,1
25889911,0,0
25889912,0,0
25889930,0,0
25889931,3,1
25889943,1,0
25889947,6,1
25889949,0,1
25889952,1,0
25889981,0,0
25889992,0,1
25889993,0,1
25889998,1,1
25890024,1,1
25890037,0,0
25890059,0,1
25890066,0,0
25890080,1,0
25890083,0,0
25890089,0,1
25890097,0,0
25890112,2,0
25890126,3,0
25890153,0,1
25890157,0,1
25890167,3,0
25890172,0,1
25890205,24,1
25890211,0,1
25890237,0,0
25890256,1,0
25890269,0,1
25890282,2,0
25890283,7,0
25890297,4,1
25890299,0,1
25890307,5,0
25890314,0,1
25890320,1,1
25890330,0,1
25890337,0,0
25890340,0,0
25890352,0,1
25890364,1,1
25890367,0,0
25890376,0,1
25890378,1,1
25890379,0,1
25890381,0,1
25890390,13,1
25890400,0,0
25890411,0,0
25890428,3,1
25890449,0,1
25890465,0,1
25890467,1,1
25890491,0,0
25890493,7,0
25890496,0,1
25890500,5,0
25890512,0,0
25890519,5,0
25890525,7,0
25890528,0,1
25890529,0,0
25890533,1,0
25890539,0,1
25890560,10,1
25890565,0,0
25890580,3,0
25890593,0,1
25890598,0,1
25890600,0,1
25890609,2,0
25890620,2,1
25890636,1,1
25890641,0,1
25890664,1,0
25890675,4,1
25890684,1,0
25890723,4,1
25890733,1,1
25890735,0,1
25890750,2,0
25890754,0,1
25890756,0,1
25890761,0,1
25890764,2,0
25890772,0,1
25890781,0,1
25890803,0,1
25890821,0,1
25890823,0,0
25890829,1,1
25890831,0,0
25890837,1,1
25890838,3,1
25890845,0,0
25890847,54,0
25890857,0,0
25890873,2,0
25890896,7,1
25890902,0,1
25890912,4,0
25890949,2,0
25890950,0,1
25890958,0,0
25890965,0,1
25890976,1,1
25890991,4,0
25890996,6,0
25891006,10,1
25891011,0,0
25891017,1,0
25891018,0,1
25891044,2,1
25891049,1,0
25891052,3,0
25891054,0,1
25891060,1,0
25891070,8,1
25891073,1,0
25891086,0,1
25891105,0,1
25891121,0,1
25891123,0,1
25891136,0,1
25891150,4,1
25891172,2,0
25891174,1,0
25891182,0,1
25891187,1,0
25891203,3,1
25891208,5,1
25891231,0,0
25891239,18,1
25891245,0,1
25891286,6,1
25891313,0,1
25891322,0,0
25891345,0,1
25891352,2,0
25891353,0,1
25891356,1,0
25891398,0,1
25891405,0,1
25891406,0,1
25891410,0,1
25891414,0,0
25891420,5,0
25891443,0,0
25891454,4,1
25891468,0,1
25891469,0,1
25891479,0,1
25891482,0,1
25891487,0,0
25891495,0,0
25891533,0,0
25891541,0,1
25891550,2,1
25891557,0,1
25891591,0,0
25891614,3,1
25891625,0,0
25891636,0,0
25891647,0,0
25891660,12,0
25891662,0,1
25891684,12,0
25891685,0,0
25891689,1,1
25891692,1,0
25891701,2,1
25891706,4,1
25891712,4,0
25891714,9,0
25891717,0,0
25891725,14,1
25891749,0,1
25891750,0,0
25891802,0,0
25891808,0,1
25891812,0,1
25891816,5,1
25891823,1,0
25891830,0,1
25891838,1,0
25891839,7,0
25891847,0,0
25891849,0,0
25891854,2,0
25891867,0,1
25891872,0,0
25891896,0,0
25891900,0,1
25891908,1,0
25891916,5,0
25891919,5,1
25891922,1,0
25891937,20,1
25891943,0,0
25891958,5,1
25891963,0,1
25891979,0,1
25891986,0,1
25891999,0,1
25892006,2,0
25892014,9,0
25892016,0,0
25892028,3,0
25892042,0,0
25892052,1,1
25892058,0,1
25892070,0,1
25892078,0,0
25892092,0,0
25892101,42,0
25892103,1,0
25892138,9,1
25892144,2,1
25892159,0,1
25892181,0,1
25892193,1,1
25892198,0,1
25892202,3,1
25892209,0,1
25892245,1,0
25892255,0,0
25892268,0,1
25892283,2,0
25892299,4,1
25892311,1,0
25892318,0,1
25892337,2,0
25892354,1,0
25892359,0,0
25892360,20,1
25892363,0,1
25892367,7,0
25892369,0,0
25892389,0,1
25892410,0,0
25892412,4,0
25892421,0,1
25892429,1,0
25892435,1,0
25892437,2,0
25892443,0,0
25892446,2,0
25892457,0,0
25892463,1,0
25892468,11,0
25892500,46,1
25892513,3,1
25892522,1,1
25892527,0,0
25892556,1,0
25892558,17,0
25892563,0,1
25892569,0,0
25892603,3,0
25892631,0,1
25892645,0,1
25892654,1,1
25892668,0,0
25892680,0,1
25892684,2,1
25892689,0,1
25892698,19,0
25892721,0,1
25892741,7,1
25892766,0,0
25892768,0,0
25892774,0,0
25892777,0,0
25892787,0,1
25892790,0,0
25892796,0,1
25892797,4,1
25892804,0,0
25892808,0,1
25892820,0,1
25892821,0,0
25892822,0,0
25892877,7,0
25892900,1,1
25892917,0,0
25892945,2,1
25892979,0,0
25892982,2,0
25892994,4,0
25893013,0,1
25893015,0,0
25893028,0,0
25893043,0,0
25893046,0,1
25893077,19,0
25893078,0,0
25893097,0,1
25893106,0,1
25893119,0,0
25893135,1,1
25893150,12,0
25893155,11,0
25893159,0,0
25893178,1,0
25893202,0,0
25893214,0,1
25893223,5,0
25893236,1,0
25893249,0,1
25893280,0,0
25893281,0,1
25893297,4,1
25893301,1,1
25893302,0,1
25893306,3,1
25893312,2,1
25893318,0,1
25893326,2,1
25893336,0,0
25893347,1,1
25893380,2,0
25893389,1,1
25893391,1,0
25893417,0,1
25893426,7,0
25893433,0,0
25893436,0,1
25893439,4,0
25893443,0,0
25893449,1,1
25893451,0,0
25893453,5,0
25893456,0,0
25893471,0,0
25893475,0,1
25893477,2,1
25893481,0,1
25893501,1,1
25893502,2,1
25893510,0,0
25893530,0,1
25893546,8,1
25893554,6,0
25893557,0,1
25893560,0,0
25893567,8,0
25893569,0,0
25893573,0,1
25893579,10,0
25893586,1,0
25893599,0,0
25893601,2,0
25893605,0,0
25893615,0,1
25893621,0,1
25893622,4,0
25893623,0,1
25893642,0,0
25893648,1,0
25893650,1,0
25893652,0,0
25893673,1,1
25893674,3,1
25893684,0,1
25893688,3,1
25893693,0,0
25893699,0,0
25893710,3,1
25893711,0,1
25893729,0,0
25893752,0,1
25893753,2,0
25893772,11,0
25893776,0,0
25893802,0,0
25893828,0,0
25893834,0,1
25893839,0,1
25893858,0,1
25893865,12,0
25893872,1,0
25893885,15,1
25893908,7,1
25893917,3,1
25893919,0,0
25893928,2,1
25893930,1,1
25893962,9,1
25893972,0,1
25893979,4,1
25893985,5,1
25893988,0,1
25894009,0,1
25894012,1,0
25894035,1,0
25894036,0,1
25894055,3,1
25894059,0,0
25894098,17,1
25894107,0,1
25894110,3,0
25894111,0,1
25894148,0,1
25894150,2,0
25894155,0,0
25894185,0,1
25894186,3,0
25894192,1,1
25894193,0,1
25894198,0,0
25894210,2,1
25894212,0,0
25894215,0,0
25894226,19,1
25894243,0,1
25894249,3,0
25894268,0,1
25894276,0,1
25894281,0,0
25894320,1,0
25894321,0,1
25894325,25,1
25894356,6,0
25894370,2,0
25894374,0,0
25894387,0,0
25894422,0,0
25894440,22,1
25894459,1,0
25894461,0,0
25894462,0,0
25894466,0,0
25894483,0,1
25894489,2,1
25894498,0,0
25894503,0,0
25894512,0,0
25894514,1,1
25894519,0,0
25894528,0,1
25894529,1,1
25894537,1,0
25894540,53,0
25894549,15,0
25894566,1,1
25894567,2,1
25894582,2,1
25894591,0,1
25894598,0,0
25894599,1,1
25894605,0,0
25894610,0,0
25894614,7,1
25894619,1,1
25894620,4,0
25894638,1,1
25894639,6,1
25894643,4,1
25894649,0,0
25894656,0,1
25894668,0,0
25894669,4,0
25894680,1,0
25894688,0,1
25894702,1,0
25894710,1,0
25894722,0,0
25894739,0,1
25894748,0,1
25894752,17,0
25894753,0,0
25894768,2,1
25894783,0,1
25894799,0,0
25894803,32,1
25894832,2,0
25894838,2,0
25894852,2,0
25894860,1,0
25894866,8,0
25894869,0,1
25894873,3,1
25894883,0,1
25894895,0,1
25894913,0,0
25894931,0,0
25894936,0,1
25894939,0,1
25894942,0,0
25894963,0,1
25894977,1,0
25894981,0,1
25894982,0,1
25894985,1,1
25894989,0,1
25894996,0,1
25895003,2,0
25895023,1,1
25895030,0,1
25895033,10,0
25895034,1,0
25895037,7,0
25895047,4,0
25895053,0,0
25895078,1,0
25895086,0,0
25895089,2,1
25895108,1,0
25895109,2,1
25895110,0,0
25895112,0,1
25895113,0,1
25895115,0,1
25895132,0,1
25895157,0,1
25895165,0,0
25895171,0,1
25895195,0,0
25895199,0,1
25895265,0,0
25895270,2,0
25895274,11,0
25895306,0,1
25895311,0,0
25895319,0,1
25895320,0,0
25895335,0,0
25895342,1,1
25895354,3,0
25895377,2,0
25895382,0,1
25895383,14,1
25895408,0,0
25895415,0,0
25895432,3,0
25895433,0,1
25895434,1,1
25895445,0,0
25895462,1,0
25895470,3,1
25895480,2,1
25895481,2,0
25895484,3,0
25895495,14,0
25895528,0,0
25895538,1,0
25895551,0,1
25895557,0,0
25895559,5,1
25895568,2,1
25895572,0,1
25895575,0,0
25895577,0,0
25895593,0,0
25895602,0,1
25895606,1,1
25895610,15,1
25895613,0,0
25895619,1,1
25895629,0,1
25895637,0,1
25895642,3,0
25895646,0,0
25895661,0,1
25895664,5,0
25895671,0,1
25895709,0,1
25895725,0,1
25895726,0,0
25895744,0,0
25895749,0,0
25895752,0,0
25895753,0,1
25895754,1,0
25895760,1,1
25895769,8,0
25895796,2,1
25895801,1,1
25895811,0,0
25895825,1,0
25895826,0,1
25895838,0,0
25895854,0,1
25895870,0,0
25895871,5,0
25895879,3,1
25895883,3,0
25895886,0,1
25895892,0,1
25895895,6,1
25895919,0,0
25895927,0,1
25895958,0,1
25895964,2,0
25895966,0,0
25895983,0,1
25896011,1,1
25896022,0,0
25896032,0,0
25896036,3,1
25896055,0,1
25896061,1,0
25896075,7,1
25896082,0,1
25896085,0,0
25896087,1,1
25896094,0,0
25896105,3,0
25896113,1,1
25896133,14,0
25896146,1,1
25896151,0,0
25896166,23,1
25896170,2,1
25896177,3,1
25896185,0,0
25896198,0,1
25896204,0,1
25896206,0,0
25896207,0,1
25896235,1,1
25896247,0,1
25896253,6,1
25896254,0,0
25896260,2,1
25896262,1,0
25896263,3,1
25896265,1,0
25896311,0,0
25896319,3,1
25896328,2,0
25896339,0,0
25896352,0,0
25896364,4,1
25896365,0,1
25896387,0,1
25896400,0,0
25896402,2,1
25896406,0,0
25896431,0,0
25896438,0,1
25896450,20,0
25896464,0,0
25896469,0,0
25896501,1,0
25896510,0,1
25896524,10,1
25896526,4,0
25896534,0,0
25896539,5,1
25896546,4,1
25896551,2,0
25896556,0,0
25896567,0,0
25896573,2,1
25896579,0,0
25896586,1,0
25896590,0,1
25896592,0,1
25896594,0,1
25896613,0,0
25896634,0,0
25896635,0,1
25896636,0,0
25896637,0,0
25896643,3,1
25896646,0,0
25896650,0,0
25896651,3,0
25896653,0,0
25896658,0,1
25896660,17,1
25896674,2,1
25896679,0,0
25896698,4,0
25896701,2,0
25896720,0,1
25896740,2,1
25896758,0,1
25896773,0,1
25896777,0,0
25896779,4,1
25896788,0,1
25896801,2,0
25896815,2,1
25896823,0,1
25896824,0,1
25896838,2,1
25896856,1,1
25896876,0,1
25896900,0,0
25896908,1,1
25896913,0,1
25896945,0,1
25896951,1,0
25896961,1,1
25896975,0,0
25896984,0,1
25896986,0,0
25896988,5,1
25896989,8,0
25897002,10,0
25897007,0,0
25897014,29,1
25897018,4,0
25897020,0,0
25897023,0,0
25897031,1,1
25897033,0,0
25897115,1,1
25897122,0,1
25897131,8,0
25897136,0,1
25897153,0,1
25897166,1,0
25897168,0,0
25897187,4,0
25897202,0,0
25897214,0,0
25897225,0,1
25897232,5,1
25897243,1,0
25897251,3,1
25897285,4,0
25897287,1,0
25897289,0,0
25897301,0,0
25897305,0,1
25897317,0,1
25897324,12,0
25897335,0,0
25897337,0,0
25897341,9,0
25897342,2,1
25897348,0,0
25897352,0,0
25897362,6,1
25897365,0,1
25897404,0,1
25897443,0,1
25897453,1,0
25897495,2,1
25897502,0,1
25897515,6,0
25897517,0,0
25897523,0,0
25897530,0,0
25897533,27,1
25897543,0,0
25897560,0,0
25897576,1,0
25897591,0,0
25897651,1,1
25897663,4,1
25897678,0,1
25897693,0,1
25897712,22,0
25897722,2,1
25897725,7,1
25897741,15,1
25897789,0,0
25897808,0,0
25897825,0,0
25897830,0,0
25897880,0,1
25897882,2,1
25897884,3,1
25897896,0,0
25897912,5,0
25897923,0,0
25897930,1,0
25897980,1,0
25897986,2,0
25897989,1,1
25897996,0,1
25898017,0,0
25898023,0,0
25898073,0,1
25898083,47,0
25898086,0,0
25898091,0,0
25898092,0,1
25898118,0,0
25898121,0,0
25898143,0,1
25898155,0,0
25898197,0,1
25898203,0,1
25898250,1,1
25898254,3,0
25898255,1,1
25898265,1,0
25898271,0,0
25898352,1,0
25898371,2,1
25898381,1,0
25898418,1,1
25898432,0,1
25898434,0,1
25898438,2,0
25898442,0,0
25898447,2,0
25898459,0,0
25898470,0,0
25898509,16,0
25898619,0,1
25898634,4,0
25898686,0,1
25898690,0,0
25898750,0,0
25898757,8,1
25898767,0,0
25898773,0,1
25898789,1,1
25898805,2,1
25898817,20,0
25898844,0,1
25898845,20,1
25898871,6,1
25898885,0,1
25898902,31,0
25898915,0,0
25898941,0,0
25898946,4,0
25898950,44,1
25898960,1,1
25898969,6,0
25899010,12,0
25899026,0,0
25899028,1,0
25899035,1,1
25899064,0,0
25899080,0,0
25899113,4,0
25899155,3,1
25899222,1,0
25899230,1,0
25899238,0,0
25899251,0,0
25899271,17,0
25899272,0,0
25899289,0,0
25899295,1,0
25899297,0,1
25899320,0,0
25899337,0,0
25899343,2,1
25899352,8,1
25899367,1,0
25899381,0,0
25899392,4,1
25899415,0,0
25899500,0,1
25899501,5,0
25899504,0,1
25899506,1,1
25899551,7,1
25899564,0,0
25899584,1,0
25899598,3,1
25899624,0,0
25899633,1,0
25899641,1,0
25899682,0,1
25899688,0,1
25899696,0,1
25899749,0,1
25899752,14,0
25899793,0,1
25899798,0,1
25899814,0,0
25899819,0,1
25899839,0,0
25899858,0,0
25899881,0,0
25900188,0,1
25900195,2,1
25900237,0,0
25900242,7,0
25900458,0,0
25900534,1,0
25900635,0,1
25900638,2,0
25900749,0,1
25900768,0,1
25900842,1,1
25900854,1,1
25900914,0,0
25900997,0,1
25901028,0,0
25901040,0,0
25901060,1,0
25901155,0,1
25901343,0,1
25901576,0,1
25901596,0,0
25901672,2,0
25901915,0,1
25902009,0,0
25902017,6,0
25902281,2,1
25902289,1,1
25902310,0,1
25902637,0,1
25902646,0,1
25902765,0,1
25902821,0,1
25902837,0,0
25902946,0,1
25903016,0,1
25903381,0,1
25903431,0,1
25903469,2,0
25903610,0,1
25903836,6,0
25903868,0,1
25903965,1,0
25904077,8,1
25904302,0,0
25904343,1,0
25904530,0,1
25904674,0,0
25904710,4,1
25904736,0,0
25904775,0,0
25904805,1,0
25904849,0,1
25904873,0,0
25904915,0,0
25905093,0,0
25905283,1,1
25905285,0,0
25905288,1,1
25905319,0,0
25905351,0,1
25905363,0,1
25905391,2,1
25905395,0,1
25905458,0,0
25905494,1,1
25905516,0,0
25905517,1,0
25905647,0,0
25905654,0,1
25905693,0,1
25905743,0,0
25905783,14,1
25905795,1,0
25905845,21,0
25905854,2,0
25905873,0,0
25905876,2,1
25905921,0,1
25905969,0,1
25905977,0,1
25906059,39,1
25906061,0,1
25906072,2,1
25906093,11,0
25906098,0,1
25906140,0,0
25906166,2,0
25906182,0,0
25906210,0,0
25906276,0,1
25906287,1,1
25906316,0,1
25906331,0,1
25906364,0,0
25906371,0,1
25906376,5,0
25906391,0,1
25906453,2,0
25906460,5,1
25906517,1,1
25906569,12,1
25906573,0,1
25906575,0,1
25906583,0,1
25906585,0,0
25906620,0,0
25906633,4,0
25906643,0,1
25906671,0,1
25906684,0,0
25906696,0,0
25906703,0,0
25906731,1,0
25906781,0,0
25906842,0,0
25906856,1,0
25906858,0,0
25906862,0,0
25906867,0,0
25906883,0,1
25906893,1,0
25906907,2,1
25906912,8,0
25906930,0,1
25906973,0,0
25906975,6,1
25906978,2,0
25906987,0,0
25906998,5,1
25907012,11,1
25907021,0,0
25907023,0,0
25907091,1,1
25907094,3,0
25907123,0,1
25907125,1,0
25907127,0,0
25907130,0,1
25907131,2,1
25907132,0,0
25907140,0,0
25907141,0,1
25907154,1,1
25907175,0,1
25907193,0,1
25907195,2,1
25907200,16,0
25907207,1,0
25907215,1,1
25907236,0,0
25907244,0,1
25907246,0,0
25907274,1,0
25907279,2,0
25907340,0,0
25907345,0,0
25907352,5,0
25907355,0,1
25907369,4,1
25907374,0,0
25907376,0,0
25907380,0,1
25907399,0,1
25907435,33,1
25907440,3,0
25907443,1,1
25907445,1,1
25907447,0,1
25907452,0,1
25907457,0,0
25907470,0,1
25907471,2,0
25907507,0,1
25907510,0,1
25907542,9,1
25907545,0,0
25907632,0,1
25907645,3,0
25907648,5,1
25907661,0,0
25907670,3,1
25907684,1,0
25907688,2,1
25907698,3,1
25907704,13,0
25907718,2,0
25907721,0,0
25907727,21,1
25907749,19,1
25907778,0,1
25907794,0,0
25907826,0,0
25907845,2,1
25907863,1,1
25907869,1,1
25907882,0,0
25907885,1,0
25907941,0,0
25907946,0,0
25907955,2,0
25907956,5,1
25907960,7,0
25907993,0,1
25907995,103,1
25908001,0,1
25908015,0,0
25908017,0,1
25908019,0,0
25908032,0,1
25908033,0,0
25908034,0,0
25908045,0,0
25908059,1,0
25908063,0,0
25908067,0,0
25908075,3,1
25908082,0,1
25908086,1,1
25908091,0,1
25908100,5,1
25908102,3,0
25908107,0,0
25908125,0,0
25908152,6,0
25908164,2,0
25908170,1,1
25908174,1,1
25908207,0,0
25908212,0,0
25908228,1,1
25908234,1,1
25908237,0,0
25908280,0,1
25908289,0,0
25908302,0,1
25908338,0,1
25908365,1,1
25908381,3,0
25908385,0,1
25908412,0,1
25908420,0,0
25908436,12,0
25908451,153,1
25908474,0,1
25908476,3,0
25908483,0,1
25908497,0,1
25908520,4,0
25908525,11,0
25908527,0,0
25908532,0,1
25908534,1,0
25908542,13,1
25908546,2,1
25908547,6,1
25908576,2,0
25908595,41,1
25908597,9,1
25908627,0,0
25908641,0,0
25908642,2,0
25908643,0,1
25908659,4,0
25908679,0,1
25908693,0,0
25908698,6,1
25908709,0,1
25908729,0,1
25908733,0,0
25908763,0,0
25908780,0,0
25908789,0,0
25908795,0,1
25908807,0,1
25908809,18,0
25908811,0,1
25908812,5,1
25908815,32,1
25908820,0,1
25908836,3,1
25908860,1,1
25908873,4,1
25908899,0,0
25908911,0,0
25908936,2,1
25908945,0,1
25908949,0,0
25908957,11,1
25908963,6,0
25908974,0,1
25908979,0,0
25908981,0,0
25908982,2,1
25909023,0,0
25909027,2,0
25909037,2,0
25909054,0,0
25909057,10,0
25909061,3,1
25909066,0,1
25909074,18,0
25909098,0,0
25909099,0,1
25909107,0,0
25909110,0,1
25909111,1,0
25909114,0,0
25909119,0,0
25909123,0,0
25909139,0,1
25909143,1,1
25909151,1,1
25909161,0,1
25909192,0,1
25909199,0,1
25909222,0,0
25909229,1,0
25909245,1,1
25909247,0,0
25909254,0,0
25909255,8,0
25909278,1,1
25909288,0,1
25909293,0,1
25909325,0,0
25909354,0,0
25909390,0,0
25909399,4,0
25909401,0,1
25909409,0,1
25909439,1,1
25909449,2,1
25909460,0,0
25909472,0,0
25909476,0,1
25909480,1,0
25909486,0,1
25909490,5,1
25909495,5,1
25909499,0,1
25909503,9,1
25909527,0,1
25909536,0,0
25909540,0,0
25909579,5,0
25909583,0,1
25909614,0,1
25909618,0,1
25909626,0,1
25909629,2,1
25909635,3,1
25909641,18,1
25909653,6,1
25909665,54,1
25909668,0,0
25909669,2,0
25909671,8,0
25909673,1,1
25909674,0,0
25909699,0,1
25909702,0,0
25909718,6,1
25909719,25,0
25909740,0,1
25909759,6,1
25909770,3,0
25909797,0,1
25909826,5,1
25909829,12,0
25909831,0,1
25909844,2,0
25909852,0,0
25909885,1,1
25909900,5,1
25909920,2,1
25909927,27,0
25909928,0,1
25909950,0,0
25909963,0,1
25909980,0,1
25909982,1,1
25909985,0,0
25909994,0,0
25910000,0,0
25910004,1,1
25910011,0,1
25910024,0,0
25910026,0,0
25910027,63,1
25910034,1,0
25910037,2,1
25910043,0,1
25910048,4,0
25910060,7,1
25910073,0,0
25910087,1,0
25910088,0,1
25910097,0,1
25910105,0,0
25910114,0,1
25910120,0,0
25910138,4,0
25910139,0,1
25910156,1,0
25910158,3,0
25910165,17,0
25910176,0,1
25910188,0,1
25910198,23,0
25910216,1,0
25910217,1,1
25910219,0,1
25910226,0,0
25910227,0,0
25910229,0,1
25910232,1,0
25910233,4,0
25910245,2,1
25910264,7,1
25910301,0,1
25910335,10,0
25910342,5,0
25910363,0,0
25910376,2,1
25910382,0,1
25910386,0,1
25910392,1,1
25910393,0,1
25910394,0,0
25910395,0,0
25910406,0,1
25910407,0,0
25910410,0,1
25910412,22,1
25910414,2,0
25910421,0,1
25910433,1,0
25910438,1,1
25910448,0,0
25910453,0,0
25910457,0,1
25910458,0,1
25910472,1,1
25910476,3,0
25910485,0,0
25910487,0,0
25910491,0,1
25910501,1,0
25910534,0,1
25910536,0,0
25910540,0,0
25910545,0,1
25910561,3,0
25910565,0,1
25910567,0,1
25910582,4,1
25910591,4,1
25910593,2,1
25910594,23,0
25910599,0,1
25910627,0,0
25910631,0,0
25910632,0,1
25910633,19,1
25910639,6,1
25910645,0,1
25910652,0,1
25910665,0,1
25910666,3,1
25910669,0,1
25910674,1,1
25910678,4,0
25910686,0,1
25910699,1,0
25910701,0,0
25910723,3,0
25910771,7,0
25910772,0,0
25910788,2,1
25910792,0,1
25910796,1,1
25910799,1,1
25910801,0,1
25910821,2,0
25910825,1,0
25910844,0,0
25910849,0,1
25910854,0,0
25910855,1,0
25910859,0,1
25910860,1,1
25910888,0,0
25910899,0,0
25910902,0,0
25910930,6,0
25910943,0,1
25910945,0,0
25910956,0,0
25910968,0,0
25910972,2,1
25910991,0,1
25911000,0,0
25911010,8,0
25911014,0,1
25911016,0,1
25911034,2,0
25911049,7,1
25911051,8,1
25911067,0,1
25911071,0,0
25911074,0,0
25911076,6,1
25911081,0,1
25911092,0,0
25911099,1,0
25911108,9,1
25911123,0,0
25911130,9,0
25911143,0,1
25911145,2,0
25911151,3,0
25911171,0,0
25911190,0,1
25911199,0,0
25911223,24,0
25911229,0,0
25911233,8,0
25911236,10,1
25911238,2,1
25911247,2,0
25911259,1,1
25911267,134,1
25911271,1,0
25911281,8,0
25911287,8,1
25911299,0,1
25911308,0,0
25911309,0,1
25911310,4,0
25911344,10,0
25911368,0,1
25911379,15,1
25911387,0,1
25911388,0,0
25911399,0,1
25911406,2,0
25911408,2,0
25911425,9,0
25911428,7,1
25911436,0,0
25911472,10,0
25911473,12,1
25911479,1,0
25911493,2,1
25911511,0,0
25911536,0,0
25911537,0,0
25911554,0,0
25911565,0,1
25911573,0,1
25911586,10,0
25911590,0,1
25911597,2,1
25911602,0,1
25911632,0,1
25911638,21,0
25911651,0,0
25911657,1,0
25911662,0,0
25911665,11,0
25911683,8,0
25911701,0,0
25911711,0,1
25911712,2,1
25911735,1,1
25911738,4,0
25911742,0,0
25911750,5,1
25911769,0,0
25911775,0,0
25911781,1,1
25911784,22,0
25911815,0,1
25911816,0,1
25911822,0,0
25911824,0,1
25911826,1,0
25911829,1,1
25911832,0,1
25911833,0,1
25911834,0,0
25911841,3,0
25911846,0,0
25911851,2,0
25911864,0,0
25911866,16,1
25911884,0,1
25911886,0,0
25911889,3,0
25911892,2,1
25911894,0,1
25911898,0,1
25911912,0,1
25911920,0,1
25911926,1,1
25911934,0,1
25911944,1,0
25911972,1,0
25911973,0,0
25911983,15,0
25911990,0,1
25912003,0,1
25912009,1,1
25912033,0,1
25912036,0,1
25912037,1,0
25912069,0,1
25912071,0,1
25912074,1,0
25912075,0,1
25912100,0,1
25912108,0,0
25912112,0,0
25912115,0,0
25912122,0,0
25912126,0,1
25912149,4,0
25912151,4,0
25912157,4,1
25912168,0,0
25912178,0,0
25912183,0,1
25912185,2,0
25912231,1,0
25912248,1,1
25912251,5,1
25912283,0,1
25912284,0,0
25912290,0,1
25912297,0,1
25912309,0,1
25912310,0,0
25912311,0,0
25912327,14,1
25912332,0,0
25912336,6,1
25912353,0,0
25912361,1,0
25912366,6,1
25912374,0,1
25912381,0,1
25912385,0,0
25912407,4,1
25912409,6,0
25912424,5,0
25912428,0,0
25912458,1,0
25912468,2,1
25912478,0,1
25912489,12,1
25912490,1,0
25912497,0,0
25912505,0,1
